,WtDate,TubingPress,IA,WtOilVol,WtGasVol,WtGasRate,WtGasLiftVol,WtWaterVol,WtrLift,WtTotalFluid,WtWaterCut,WtGOR,WtSeparatorPress,WtRemarks,WtInfoOnly,well,WHP,BHP,HeaderP,RP
14,2023-05-31,222.5,2493.8,292.2,1600.0,1600.0,0.0,467.7,1.6,759.9,61.5,"5,475.8",177.8,,No,MPB-30,184.74879233038354,1124.4125858123575,,
15,2023-06-02,220.4,2509.8,288.4,1542.4,1542.4,0.0,464.2,1.8,752.5999999999999,61.7,"5,349.0",177.8,,No,MPB-30,211.23713786707896,1176.1777327935226,,6512.95165307085
16,2023-06-05,223.7,2620.5,290.4,1512.4,1512.4,0.0,474.3,1.9,764.7,62.0,"5,208.6",177.9,,No,MPB-30,211.83537053140094,1183.3815789473686,,728.1104092080302
17,2023-06-11,220.5,1400.0,287.8,1508.1,1508.1,0.0,467.8,1.6,755.6,61.9,"5,240.3",177.5,,No,MPB-30,217.8422025196852,1201.590576923077,,2713.5377055434265
18,2023-06-13,220.7,1400.0,293.2,1600.6,1600.6,0.0,483.9,2.0,777.0999999999999,62.3,"5,459.3",177.7,,No,MPB-30,208.20324418960254,1180.5967619047624,,1939.4011177527766
19,2023-06-14,220.7,1400.0,280.1,1573.7,1573.7,0.0,465.9,1.7,746.0,62.5,"5,618.3",177.9,,No,MPB-30,218.1040600638978,1207.7958174904945,,1860.2233244665808
20,2023-06-16,219.5,1400.0,276.4,1537.7,1537.7,0.0,452.7,1.5,729.0999999999999,62.1,"5,563.7",177.1,,No,MPB-30,208.22978082408872,1200.903816793894,,903.5690411790184
21,2023-07-05,219.3,2559.5,258.9,1511.7,1511.7,0.0,469.7,2.6,728.5999999999999,64.5,"5,839.2",172.9,,No,MPB-30,212.42272711743772,1212.5718146718148,,18215.178322377848
22,2023-07-13,216.3,1420.0,251.1,1545.1,1545.1,0.0,454.9,1.8,706.0,64.4,"6,154.6",172.8,,No,MPB-30,212.83496545708303,1216.0208333333328,,1323.7645136444744
23,2023-07-24,232.9,1400.0,286.6,2147.0,2147.0,0.0,553.2,0.8,839.8000000000001,65.9,"7,491.0",173.6,WT - E-02 injection support swapped to gas,No,MPB-30,218.80484847457637,1128.455064935065,,1678.064424433311
24,2023-08-02,230.3,1450.0,282.1,1833.2,1833.2,0.0,541.1,2.3,823.2,65.7,"6,498.9",181.4,,No,MPB-30,209.79888579426193,1175.5215384615376,,3509.564972617694
25,2023-08-10,241.4,1450.0,315.3,2823.5,2823.5,0.0,609.4,0.5,924.7,65.9,"8,955.7",176.8,WT - Gas returns are elevated. We may be seeing communication with E-2,No,MPB-30,227.86405716586154,1056.8497596153852,,2137.9905862068836
26,2023-08-12,243.8,1450.0,291.4,3124.4,3124.4,0.0,554.9,1.5,846.3,65.6,"10,723.3",176.6,,No,MPB-30,213.24316376360818,1012.777163461539,,537.0292281936812
27,2023-08-13,248.7,1450.0,285.1,2715.9,2715.9,0.0,542.9,1.5,828.0,65.6,"9,525.9",182.3,,No,MPB-30,248.435155458515,1054.8360189573468,,2957.8268577840668
28,2023-08-15,252.0,1450.0,295.2,2846.9,2846.9,0.0,559.1,1.7,854.3,65.4,"9,645.3",185.3,,No,MPB-30,235.5149679603633,1025.5822988505759,,1975.8276633834482
29,2023-09-13,265.1,1450.0,346.3,4200.8,4200.8,0.0,581.8,1.1,928.0999999999999,62.7,"12,130.6",174.5,,No,MPB-30,248.7114645914403,887.7573322932924,,2621.0276773043333
30,2023-09-14,264.7,1450.0,363.2,4206.3,4206.3,0.0,611.3,0.9,974.5,62.7,"11,581.2",174.4,,No,MPB-30,260.24440156412965,899.9645161290323,,643.5873469926408
31,2023-09-21,259.8,1450.0,352.7,4200.6,4200.6,0.0,594.1,3.0,946.8,62.7,"11,910.1",173.3,,No,MPB-30,234.74016815789463,883.594181818182,,324.04788125814844
32,2023-10-01,243.8,1450.0,287.4,3446.7,3446.7,0.0,484.8,0.0,772.2,62.8,"11,993.1",172.6,,No,MPB-30,209.43334057377058,904.7558673469393,,998.3472394277314
33,2023-10-12,256.0,1450.0,314.4,3775.7,3775.7,0.0,544.8,1.7,859.1999999999999,63.4,"12,007.9",173.4,,No,MPB-30,599.8297113656389,1620.306896551724,,-5446.376371181057
34,2023-11-15,222.4,1450.0,225.7,2032.3,2032.3,0.0,425.5,2.1,651.2,65.3,"9,002.7",174.8,,No,MPB-30,189.64913791606338,1102.701774622892,,-517.8004148004528
35,2023-11-16,222.4,1450.0,228.8,1991.4,1991.4,0.0,425.8,1.9,654.6,65.0,"8,702.2",175.0,,No,MPB-30,208.22626087570623,1133.3817932296429,,-4773.424142058423
36,2023-12-08,230.8,971.5,240.5,2092.9,2092.9,0.0,484.0,1.7,724.5,66.8,"8,701.5",181.9,,No,MPB-30,224.9539943682308,1190.7216503267973,,596.4051057361198
37,2023-12-10,224.4,1000.0,239.9,1807.0,1807.0,0.0,478.9,1.7,718.8,66.6,"7,532.6",180.6,,No,MPB-30,215.52284485714284,1184.8997564935066,,450.72830256905553
38,2023-12-12,224.7,992.2,230.4,1826.0,1826.0,0.0,462.5,1.5,692.9,66.8,"7,925.5",179.9,,No,MPB-30,215.82634313725458,1213.3301380991052,,1973.9251734087266
39,2023-12-17,229.5,1050.0,224.2,1563.9,1563.9,0.0,450.0,1.7,674.2,66.7,"6,974.2",181.8,,No,MPB-30,216.04252814145985,1236.643303204601,,2077.163940323599
40,2024-01-07,220.9,625.0,219.6,1837.4,1837.4,0.0,446.1,1.0,665.7,67.0,"8,367.7",179.1,,No,MPB-30,216.83180498141257,1262.9902051621436,,3326.4175737663995
41,2024-02-04,223.5,1100.0,224.5,1438.6,1438.6,0.0,484.2,1.8,708.7,68.3,"6,407.5",186.8,,No,MPB-30,223.3894198292842,1327.3281762295082,,266.9486391262211
42,2024-02-09,220.8,1100.0,227.7,1375.2,1375.2,0.0,473.8,2.4,701.5,67.5,"6,039.9",183.6,,No,MPB-30,209.84494490339773,1343.4611471861467,,2915.305470253061
43,2024-03-01,220.0,1000.0,207.8,1958.8,1958.8,0.0,534.9,0.0,742.7,72.0,"9,426.6",184.3,,No,MPB-30,196.21080101010105,1201.1731610337965,,3766.15586286269
44,2024-03-02,231.3,1000.0,204.7,1994.4,1994.4,0.0,637.3,0.0,842.0,75.7,"9,742.5",183.3,,No,MPB-30,232.02031460832742,1244.7782178217815,,875.0354402237608
45,2023-06-01,211.5,681.7,227.9,1088.6,87.8,1000.8,182.0,0.0,409.9,44.4,385.3,178.0,,No,MPB-32,210.77528089887642,0.0,,
46,2023-06-03,213.5,680.6,208.3,1029.2,29.3,999.9,176.3,0.0,384.6,45.8,140.7,177.7,,No,MPB-32,211.34855403348553,0.0,,-0.0
47,2023-06-05,213.9,679.1,207.3,1051.8,52.1,999.8,167.8,0.0,375.1,44.7,251.2,177.7,,No,MPB-32,208.71752265861028,0.0,,-0.0
48,2023-06-11,217.4,695.7,177.0,1046.1,46.6,999.5,167.5,0.0,344.5,48.6,263.4,177.2,,No,MPB-32,213.40881458966567,0.0,,-0.0
49,2023-06-13,215.9,695.2,189.8,1080.5,80.0,1000.5,179.6,0.0,369.4,48.6,421.6,177.4,,No,MPB-32,206.60735294117646,0.0,,0.0
50,2023-06-15,217.3,694.1,191.0,1078.9,79.1,999.8,180.4,0.0,371.4,48.6,414.1,177.6,,No,MPB-32,192.60557184750732,0.0,,0.0
51,2023-06-19,212.8,692.4,194.9,1062.1,62.7,999.4,178.1,0.0,373.0,47.8,321.5,177.4,,No,MPB-32,207.0569715142429,0.0,,0.0
52,2023-07-05,211.2,691.3,208.7,962.6,-37.5,1000.1,177.0,0.0,385.7,45.9,-179.4,173.0,,No,MPB-32,207.60416666666666,0.0,,0.0
53,2023-07-07,207.9,698.9,201.4,1057.5,57.0,1000.5,189.6,0.0,391.0,48.5,283.2,172.7,,No,MPB-32,212.44436090225565,0.0,,0.0
54,2023-07-12,209.2,690.6,215.3,970.9,-29.1,1000.0,174.6,0.0,389.9,44.8,-135.1,173.1,,No,MPB-32,207.1649961449499,0.0,,-0.0
55,2023-07-13,208.8,689.5,202.7,1018.4,18.5,999.9,191.0,0.0,393.7,48.5,91.5,172.0,,No,MPB-32,203.50378469301936,0.0,,0.0
56,2023-10-08,203.0,2387.0,434.0,248.9,248.9,0.0,191.7,3486.1,625.7,30.6,573.4,173.1,WT - Verified with S/O,No,MPB-32,196.27890717884105,965.395246478873,,-1638.259088529018
57,2023-10-14,202.4,2612.9,434.7,245.7,245.7,0.0,170.8,3645.7,605.5,28.2,565.3,172.7,,No,MPB-32,189.54623348185856,934.9537050623617,,22.460966067432402
58,2023-10-19,200.9,2520.8,433.3,266.7,266.7,0.0,0.0,3599.0,433.3,0.0,615.6,171.5,,No,MPB-32,195.18703436619742,923.727444589308,,895.4792525859735
59,2023-10-28,220.6,2663.7,862.3,606.7,606.7,0.0,396.2,3834.5,1258.5,31.5,703.5,175.6,,No,MPB-32,210.38727274379193,743.3003742981903,,1018.4669617453203
60,2023-11-16,214.3,2520.6,459.7,635.2,635.2,0.0,0.0,3858.5,459.7,0.0,"1,381.8",174.8,,No,MPB-32,207.8539327097163,467.1591232227477,,308.24308276283165
61,2023-12-06,213.4,2543.7,452.0,605.5,605.5,0.0,0.0,3933.0,452.0,0.0,"1,339.6",176.6,,No,MPB-32,210.35336970842414,424.4336269015212,,-2083.608494812037
62,2023-12-08,216.3,2460.9,461.4,573.2,573.2,0.0,0.0,3878.4,461.4,0.0,"1,242.3",180.7,,No,MPB-32,207.75900903896144,405.806386418755,,1320.1264671366657
63,2023-12-11,213.2,2497.4,481.1,538.6,538.6,0.0,0.0,3880.9,481.1,0.0,"1,119.5",177.8,,No,MPB-32,209.5399087001559,395.59837398373975,,644.8915101505336
64,2023-12-28,215.3,2254.7,228.9,555.5,555.5,0.0,584.9,3461.5,813.8,71.9,"2,427.1",178.8,WT - Verified with SO,No,MPB-32,214.77825033967392,781.8325816485226,,-162.91463265144824
65,2024-01-27,207.3,1908.3,365.6,351.0,351.0,0.0,0.0,3615.0,365.6,0.0,960.0,177.5,,No,MPB-32,210.47218811594223,570.5124420401845,,398.137067116471
66,2024-01-28,203.2,2295.5,323.4,279.6,279.6,0.0,0.0,3620.7,323.4,0.0,864.5,174.4,,No,MPB-32,201.835634539249,550.7906158357778,,399.652260515751
67,2024-02-09,218.9,2332.4,324.8,486.6,486.6,0.0,32.5,3754.1,357.3,9.1,"1,498.0",182.8,,No,MPB-32,211.67863001038432,546.2668399168405,,593.9466374341354
68,2024-02-11,214.7,2313.9,341.7,298.7,298.7,0.0,0.0,3762.7,341.7,0.0,874.4,182.9,,No,MPB-32,214.7514667775927,514.4859822309974,,-181.63703515698796
69,2024-03-06,216.9,2413.6,319.0,379.9,379.9,0.0,0.0,3793.8,319.0,0.0,"1,190.8",184.0,,No,MPB-32,216.97642690383557,498.59001062699275,,275.2060924914202
70,2023-06-04,205.7,2602.3,497.0,220.8,220.8,0.0,0.0,3961.8,497.0,0.0,444.2,177.7,,No,MPB-35,181.2029306040269,288.9045454545453,,
71,2023-07-11,193.3,2402.3,366.8,142.8,142.8,0.0,0.0,3883.3,366.8,0.0,389.2,169.6,WT - Power fluid header pressure has been running lower causing well not to lift as well.,No,MPB-35,175.10481296660114,370.37823529411764,,599.9062647346333
72,2023-08-13,205.5,2141.4,452.5,135.3,135.3,0.0,0.0,3412.3,452.5,0.0,299.0,180.2,WT - Metering tech came out and calibrated and confirmed with Shake out.,No,MPB-35,205.3350847908744,280.1954545454543,,756.3647461297035
73,2023-09-21,192.2,2003.3,430.1,89.1,89.1,0.0,0.0,3581.9,430.1,0.0,207.3,169.3,,No,MPB-35,186.79521729544334,424.6276183087661,,3197.8541198534303
74,2023-10-17,194.0,2519.9,364.8,110.5,110.5,0.0,0.0,1884.4,364.8,0.0,302.9,171.7,WT - Downsized JP BHP 425,No,MPB-35,179.19198154362368,422.2351938895423,,408.8698580835263
75,2023-10-22,195.3,2419.0,282.6,168.2,168.2,0.0,0.0,1897.0,282.6,0.0,595.3,173.0,,No,MPB-35,196.13824715174673,452.5380239520962,,556.7178265759128
76,2023-11-17,197.3,2606.9,200.4,189.4,189.4,0.0,0.0,2060.9,200.4,0.0,945.4,174.8,,No,MPB-35,190.95850658455666,447.32132784958776,,434.60325122011454
77,2023-12-08,204.2,2469.6,208.0,232.9,232.9,0.0,0.0,2119.9,208.0,0.0,"1,119.7",181.1,,No,MPB-35,193.10430478899977,449.53717741935503,,388.89287340467234
78,2024-01-17,198.8,2365.9,251.2,82.2,82.2,0.0,0.0,2405.0,251.2,0.0,327.3,178.3,,No,MPB-35,198.64656577380953,586.9854126679461,,-212.2506219257129
79,2024-01-19,203.1,2382.6,279.3,84.6,84.6,0.0,0.0,2419.0,279.3,0.0,302.9,182.0,,No,MPB-35,201.22849751860974,567.7702636419374,,758.7592715766075
80,2024-02-07,202.6,2343.7,291.5,148.0,148.0,0.0,0.0,2499.4,291.5,0.0,507.6,180.3,,No,MPB-35,193.806134510194,600.7282631038025,,-186.75180600551747
81,2024-02-13,201.0,2345.5,284.1,132.3,132.3,0.0,0.0,2440.5,284.1,0.0,465.6,178.9,,No,MPB-35,188.43329411092049,6205.9519999999975,,221401.09573678565
82,2024-03-03,205.5,2489.0,242.5,181.2,181.2,0.0,0.0,2533.0,242.5,0.0,746.9,183.5,,No,MPB-35,190.8643461797212,517.1343691148778,,-32644.843407078406
83,2024-03-06,201.9,2419.3,243.3,112.4,112.4,0.0,0.0,2504.7,243.3,0.0,461.9,179.6,,No,MPB-35,193.2681528423133,613.7772994129165,,-28777.753877477673
84,2023-07-04,200.9,2545.6,994.7,573.6,573.6,0.0,0.0,3716.0,994.7,0.0,576.7,172.0,WT - Metering tech calibrated and we also had Antifoam pumping at the well head,No,MPB-37,200.71532561455263,705.8028957528958,,
85,2023-08-11,201.7,2350.1,935.9,399.7,399.7,0.0,0.0,3713.7,935.9,0.0,427.1,174.9,,No,MPB-37,201.92727743362823,622.1300387596898,,-709.6629350488387
86,2023-09-25,197.0,2515.0,610.2,417.4,417.4,0.0,0.0,3942.5,610.2,0.0,684.1,170.2,,No,MPB-37,194.7643000000002,589.5807095343679,,528.5994362973661
87,2023-10-16,198.5,2581.8,606.0,401.3,401.3,0.0,0.0,3977.3,606.0,0.0,662.2,172.2,,No,MPB-37,195.9006600890209,586.9872748402096,,212.79169754023778
88,2023-10-18,196.4,2488.3,623.8,380.8,380.8,0.0,0.0,3926.4,623.8,0.0,610.5,171.4,,No,MPB-37,186.97048357988157,595.4247065727698,,299.7353855182171
89,2023-11-19,199.3,2527.3,665.9,448.5,448.5,0.0,0.0,4127.2,665.9,0.0,673.6,173.8,,No,MPB-37,182.85095214814763,526.0262096774193,,1623.709323278698
90,2023-12-09,205.9,2446.9,605.7,409.2,409.2,0.0,143.5,3505.4,749.2,19.2,675.6,180.7,,No,MPB-37,200.86247993278891,514.8952671755733,,615.0069373122241
91,2024-01-05,204.0,2329.5,665.2,340.0,340.0,0.0,246.4,3406.0,911.6,27.0,511.1,179.6,,No,MPB-37,202.87998700729864,564.8299602046625,,284.53152322610515
92,2024-01-18,208.4,2397.8,590.4,309.8,309.8,0.0,157.9,3494.3,748.3,21.1,524.7,183.4,,No,MPB-37,199.18756192326333,526.8570852534571,,352.85155968097075
93,2024-02-26,215.3,2396.6,717.9,346.6,346.6,0.0,0.0,3391.8,717.9,0.0,482.8,189.7,,No,MPB-37,215.32767720232349,487.12094972067064,,-451.2531193249669
94,2024-03-03,208.8,2486.4,668.7,404.3,404.3,0.0,0.0,3412.7,668.7,0.0,604.6,183.3,,No,MPB-37,197.75946956942423,489.7447269303204,,525.4056988834262
95,2024-03-07,209.2,2376.1,613.5,376.4,376.4,0.0,0.0,3399.9,613.5,0.0,613.5,183.2,,No,MPB-37,200.1083218172983,490.7994360902257,,502.52161126417377
96,2023-07-23,211.5,2393.0,311.0,699.7,699.7,0.0,0.0,3348.2,311.0,0.0,"2,249.9",179.3,WT - Discussed test results with PE,No,MPB-39,210.78420540540532,552.7157794676808,,
97,2023-08-03,216.4,2171.0,352.5,651.8,651.8,0.0,176.4,3331.0,528.9,33.4,"1,848.8",184.9,,No,MPB-39,181.06044790287,522.7566765578636,,595.4752150112934
98,2023-08-09,208.4,2293.0,357.8,670.8,670.8,0.0,150.3,3334.7,508.1,29.6,"1,874.7",176.8,,No,MPB-39,194.27270615312318,522.3108108108112,,511.4192537878637
99,2023-09-18,205.0,2358.0,404.0,695.9,695.9,0.0,0.0,3316.6,404.0,0.0,"1,722.5",173.5,WT - Phase dynamics was recalibrated,No,MPB-39,203.1691573863633,485.9763369963362,,344.966467437759
100,2023-09-21,203.6,2376.0,415.6,690.2,690.2,0.0,0.0,3315.9,415.6,0.0,"1,660.8",172.6,,No,MPB-39,192.31769402148495,479.75143061516377,,702.7748006164782
101,2023-10-23,202.8,2382.0,371.1,650.5,650.5,0.0,0.0,3372.3,371.1,0.0,"1,752.6",174.4,,No,MPB-39,195.21148802281382,409.9843983880254,,-171.82561643199807
102,2023-11-19,200.3,2405.0,365.5,748.1,748.1,0.0,139.7,3371.7,505.2,27.7,"2,047.0",174.1,,No,MPB-39,200.7472595612778,360.7723863636375,,546.1706598514882
103,2023-12-12,200.3,2423.0,405.3,524.7,524.7,0.0,0.0,3329.6,405.3,0.0,"1,294.5",176.0,,No,MPB-39,194.70193801254186,333.1909229595731,,221.29135221215262
104,2024-01-16,205.0,2414.0,235.8,431.9,431.9,0.0,130.7,3297.6,366.5,35.7,"1,831.8",181.2,,No,MPB-39,200.68554315992284,324.5084009269994,,242.49437193374547
105,2024-02-10,203.4,2393.0,236.5,391.7,391.7,0.0,0.0,2733.3,236.5,0.0,"1,656.6",183.5,,No,MPB-39,199.5525398354308,394.515239887112,,521.8738353799322
106,2023-06-25,213.1,3433.6,111.1,311.8,311.8,0.0,63.7,2184.7,174.8,36.4,"2,806.3",175.5,,No,MPC-23,203.02164052863347,0.0,170.19374779319065,
107,2023-07-09,214.8,3432.5,111.4,297.7,297.7,0.0,88.5,2183.9,199.9,44.3,"2,672.1",176.7,,No,MPC-23,214.95068091603088,0.0,171.90041696202462,0.0
108,2023-07-16,219.1,3431.0,139.5,319.4,319.4,0.0,33.1,2185.1,172.6,19.2,"2,289.6",181.8,,No,MPC-23,205.26608167539294,0.0,167.91434371297603,-0.0
109,2023-08-17,215.0,3429.0,105.4,365.7,365.7,0.0,52.1,2267.1,157.5,33.1,"3,470.6",178.0,,No,MPC-23,212.01079285714314,0.0,167.36190715774805,-0.0
110,2023-09-28,237.6,3389.0,230.5,425.8,425.8,0.0,0.0,3643.3,230.5,0.0,"1,847.0",180.9,WT - moving WT to Kuparuk completion-Metering tech calibrated well while in test,No,MPC-23,232.5776611510794,906.8259259259257,172.10153678306867,-1956.5079908675796
111,2023-10-05,245.9,3385.5,225.6,508.5,508.5,0.0,0.0,3646.1,225.6,0.0,"2,254.2",185.8,,No,MPC-23,231.5915914132372,777.0936339522551,176.9669400397085,-5195.886992427345
112,2023-10-14,238.0,3389.1,220.0,398.3,398.3,0.0,0.0,3622.6,220.0,0.0,"1,810.7",180.7,,No,MPC-23,218.88554905829616,860.31820580475,162.4395473164911,4129.854957152772
113,2023-10-17,232.7,3386.7,177.7,415.1,415.1,0.0,0.0,3604.3,177.7,0.0,"2,335.3",177.2,,No,MPC-23,218.03204210526323,935.7137602179846,168.68082963723361,1252.4463847861114
114,2023-11-07,236.5,3380.5,260.1,372.9,372.9,0.0,0.0,3437.3,260.1,0.0,"1,433.8",183.9,WT - Verified with shakeouts,No,MPC-23,227.19749666381526,1152.8425038639882,179.96294081632544,467.46403029207636
115,2023-11-26,248.1,3378.1,269.9,330.6,330.6,0.0,0.0,3673.7,269.9,0.0,"1,224.9",181.0,,No,MPC-23,235.49465156249917,749.1593068035943,168.9448914259576,11866.924091150613
116,2023-12-09,246.1,3383.7,238.3,355.8,355.8,0.0,0.0,3693.6,238.3,0.0,"1,493.0",178.3,,No,MPC-23,233.40196399669696,718.8640540540541,172.34983546208514,490.4033347434391
117,2024-01-01,239.3,3378.5,230.5,251.8,251.8,0.0,0.0,3795.1,230.5,0.0,"1,092.3",189.3,,No,MPC-23,229.86795701906337,933.5239002932553,186.83889167653194,7276.997561592718
118,2024-01-09,230.2,3376.6,233.4,202.6,202.6,0.0,0.0,3717.0,233.4,0.0,867.9,183.8,,No,MPC-23,227.1769570093467,1071.6299392097264,185.39998684430518,-10043.52505496416
119,2024-02-17,202.2,3425.9,94.3,316.9,316.9,0.0,251.9,2044.9,346.2,72.8,"3,360.4",172.1,,No,MPC-23,201.62724813559365,533.0245762711867,178.5541707108422,2186.084652949578
120,2023-06-10,223.0,3066.6,248.9,30.5,30.5,0.0,677.4,2932.2,926.3,73.1,122.4,198.8,,No,MPE-24,216.01220979299384,1006.8265306122449,168.3191235781339,
121,2023-06-13,219.8,3066.5,228.7,40.9,40.9,0.0,749.0,2975.1,977.7,76.6,178.7,194.5,,No,MPE-24,213.2530856018882,1020.4245614035087,168.5530750133766,761.7709679284382
122,2023-06-16,220.6,3116.1,242.3,25.8,25.8,0.0,628.9,2992.6,871.2,72.2,106.3,195.0,,No,MPE-24,208.72919310344815,1006.297124600639,171.57283826473866,890.7307119935023
123,2023-07-26,234.8,3020.5,242.8,95.1,95.1,0.0,782.4,3125.7,1025.2,76.3,391.5,204.0,,No,MPE-24,222.31106762177652,960.2488584474886,173.20756321215467,1266.798744552747
124,2023-08-02,231.3,3002.8,233.9,126.7,126.7,0.0,1104.3,3100.1,1338.2,82.5,541.5,196.4,,No,MPE-24,228.1923070410728,963.6957547169811,175.10219989010983,948.9588966088822
125,2023-08-08,228.7,2959.2,268.1,85.6,85.6,0.0,829.1,3024.5,1097.2,75.6,319.3,196.7,,No,MPE-24,215.0343623055164,948.533199195171,170.80978918770643,879.5026767116448
126,2023-09-09,232.8,3019.2,242.0,141.9,141.9,0.0,750.8,3049.3,992.8,75.6,586.3,201.7,,No,MPE-24,225.39840553532426,931.3179723502304,170.89999469613298,767.608420514436
127,2023-10-24,218.0,3122.5,316.8,83.5,83.5,0.0,697.3,3033.9,1014.0999999999999,68.8,263.6,187.9,WT - Metering recalibrated. 3-way divert valve serviced.,No,MPE-24,219.04815637813226,948.0,171.1435665573771,153.7631812379666
128,2023-11-01,224.2,3165.4,294.3,86.3,86.3,0.0,675.4,3111.9,969.7,69.6,293.1,193.5,,No,MPE-24,218.70695458135813,948.5547445255474,172.6062935960594,960.670414940488
129,2023-11-02,217.3,3150.5,260.2,76.4,76.4,0.0,660.1,3101.1,920.3,71.7,293.4,187.1,,No,MPE-24,213.081252164656,942.1125654450262,174.0574649434572,822.0976381615517
130,2023-11-04,216.2,3145.9,263.1,61.6,61.6,0.0,679.6,3118.1,942.7,72.1,234.0,186.3,,No,MPE-24,216.65100267788867,943.82,171.02014561219124,871.9629216529539
131,2023-11-05,216.2,3145.2,264.2,80.7,80.7,0.0,596.3,3234.6,860.5,69.3,305.2,186.9,,No,MPE-24,210.8876612391928,941.4963680387409,171.01348612004293,917.1717293202076
132,2023-11-13,220.2,3178.8,261.5,80.3,80.3,0.0,590.6,3108.7,852.1,69.3,307.1,190.9,,No,MPE-24,215.65362411347527,934.5081585081585,175.67919380097888,225.62085600705723
133,2023-12-01,209.9,3078.1,246.1,68.3,68.3,0.0,447.9,3030.2,694.0,64.5,277.3,183.7,,No,MPE-24,203.75403328402328,953.6600985221675,169.68785336322833,1037.7299680333767
134,2023-12-08,213.5,3112.6,259.5,81.8,81.8,0.0,543.2,3035.7,802.7,67.7,315.2,186.6,,No,MPE-24,214.08269483282743,946.4143518518518,172.2831042223415,999.920891431082
135,2023-12-10,209.9,2848.0,233.7,57.4,57.4,0.0,464.0,2885.3,697.7,66.5,245.5,184.7,,No,MPE-24,203.5075036179449,992.7133333333334,173.3092068306014,1300.359041710759
136,2024-01-20,210.0,3055.4,213.8,25.3,25.3,0.0,287.4,3053.1,501.2,57.3,118.5,187.1,,No,MPE-24,209.92026588235316,985.8537549407115,175.3749959183674,968.3574664400392
137,2024-01-22,210.2,3016.0,221.4,22.0,22.0,0.0,381.6,2984.8,603.0,63.3,99.5,187.2,,No,MPE-24,206.64964000000015,991.0114942528736,173.50044281045757,960.4602486218935
138,2024-02-14,212.2,3110.4,214.3,50.0,50.0,0.0,173.1,3091.6,387.4,44.7,233.4,189.6,,No,MPE-24,203.83141379310334,987.4890510948906,179.2955578313253,981.1597631570304
