,WtDate,TubingPress,IA,WtOilVol,WtGasVol,WtGasRate,WtGasLiftVol,WtWaterVol,WtrLift,WtTotalFluid,WtWaterCut,WtGOR,WtSeparatorPress,WtRemarks,WtInfoOnly,well,HeaderP,WHP,BHP,Optimal_RP,PI
22,2024-04-07,260.5,320.0,345.8,114.2,114.2,0.0,839.4,0.0,1185.2,70.8,330.4,245.5,,No,MPG-14,248.1555950393987,263.41997647058827,720.8500000000001,942.0,5.359258421885602
23,2024-04-12,261.8,320.0,318.3,77.5,77.5,0.0,806.7,0.0,1125.0,71.7,243.5,246.8,,No,MPG-14,250.2407839706644,264.8124734693879,714.8530612244901,942.0,4.952741190634498
24,2024-05-03,230.3,280.0,406.3,77.3,77.3,0.0,915.3,0.0,1321.7,69.3,190.2,214.8,,No,MPG-14,217.79091361582581,232.73047741935477,842.1229166666662,942.0,13.233265889322237
25,2024-05-04,230.7,300.0,415.6,116.3,116.3,0.0,1059.2,0.0,1474.8,71.8,279.7,215.2,,No,MPG-14,216.8144012985483,233.17103999999995,820.0940397350993,942.0,12.097849824530899
26,2024-01-15,253.2,2398.6,339.3,465.0,465.0,0.0,247.1,2211.7,586.5,42.1,"1,370.4",228.6,,No,MPG-16,232.23274044361767,252.92729719626186,602.8095723147228,723.0,4.879756327482007
27,2024-02-01,250.1,2414.8,333.2,459.2,459.2,0.0,270.0,2217.6,603.2,44.8,"1,378.2",226.1,,No,MPG-16,225.0029335868857,248.1756472992703,601.6945884773659,723.0,4.972572883835856
28,2024-02-04,255.6,2357.9,321.3,430.8,430.8,0.0,167.8,2168.0,489.1,34.3,"1,340.8",232.4,,No,MPG-16,227.4361505640507,254.1207109859155,602.7217533380181,723.0,4.066404471080445
29,2024-02-23,277.6,2476.9,280.9,407.9,407.9,0.0,0.0,2235.9,280.9,0.0,"1,452.2",256.4,,No,MPG-16,267.8198147524139,291.0674022690438,599.0365301563659,723.0,2.2659901368872903
30,2024-03-01,276.5,2535.4,225.8,413.9,413.9,0.0,0.0,2266.6,225.8,0.0,"1,832.7",254.9,,No,MPG-16,262.3484278323424,276.62463820224707,596.8172234195412,723.0,1.789467676327613
31,2024-03-07,264.2,2421.8,212.5,395.7,395.7,0.0,0.0,2245.4,212.5,0.0,"1,862.0",242.9,,No,MPG-16,240.27238679270374,256.2801957934991,595.4938680605632,723.0,1.6665865144504088
32,2024-03-10,263.7,2407.7,203.1,395.2,395.2,0.0,0.0,2150.9,203.1,0.0,"1,946.2",242.5,,No,MPG-16,241.10652756111702,260.608232876712,595.9419343544852,723.0,1.5984817568893113
33,2024-03-22,270.5,2471.6,217.2,420.0,420.0,0.0,0.0,2251.5,217.2,0.0,"1,934.0",254.5,,No,MPG-16,249.35501532021584,272.4019350613906,597.6076609281447,723.0,1.732163237464889
34,2024-04-05,270.0,2413.4,195.8,381.9,381.9,0.0,0.0,2242.0,195.8,0.0,"1,950.4",249.2,,No,MPG-16,248.71542195287745,271.3158941398858,623.6464464023488,723.0,1.9707397763840924
35,2024-04-07,271.6,2370.4,210.1,380.7,380.7,0.0,0.0,2232.5,210.1,0.0,"1,812.2",250.9,,No,MPG-16,248.1555950393987,271.56022696177024,622.6308709175714,723.0,2.093273120138907
36,2024-05-05,243.1,2457.2,269.5,380.7,380.7,0.0,0.0,2243.8,269.5,0.0,"1,412.5",220.8,,No,MPG-16,219.37137098819198,242.4987270998414,595.6653726566047,723.0,2.116470638212291
37,2024-01-10,262.7,2333.2,310.6,277.3,277.3,0.0,493.6,3756.0,804.2,61.4,892.7,233.7,,No,MPG-18,220.3925076233184,261.49510588235296,799.0533333333333,905.0,7.59061162849232
38,2024-02-06,260.2,2245.1,211.8,158.0,158.0,0.0,268.2,4138.6,480.0,55.9,745.9,230.8,,No,MPG-18,224.06269292386102,264.41551304347826,805.320895522388,905.0,4.815452571685256
39,2024-03-29,279.2,2414.3,310.0,124.8,124.8,0.0,801.6,1955.6,1111.6,72.1,402.6,263.0,,No,MPG-18,261.3515586831033,281.73702857142865,756.0993197278914,905.0,7.4653789221688305
40,2024-04-06,266.3,2458.8,338.7,247.1,247.1,0.0,784.3,1991.8,1123.0,69.8,729.5,250.8,,No,MPG-18,247.2909091932454,270.729888,0.0,905.0,1.2408839779005525
41,2024-04-08,264.0,2416.0,319.1,232.0,232.0,0.0,651.4,1975.5,970.5,67.1,727.3,249.6,,No,MPG-18,253.92861186685843,275.4576,0.0,905.0,1.0723756906077349
42,2024-05-01,237.2,2511.3,315.4,216.7,216.7,0.0,618.5,2026.3,933.9,66.2,687.0,222.2,,No,MPG-18,221.78027449899787,241.83511578947366,0.0,905.0,1.0319337016574586
43,2024-05-05,233.1,2464.8,320.6,123.8,123.8,0.0,482.2,2003.2,802.9,60.1,386.0,219.3,,No,MPG-18,219.37137098819198,242.42954999999998,0.0,905.0,0.887182320441989
44,2024-01-12,270.0,2332.7,284.7,74.6,74.6,0.0,1214.5,931.6,1499.2,81.0,262.2,256.0,,No,MPH-08,224.67420000000027,270.37824,,,
45,2024-01-14,273.0,2362.7,293.6,66.2,66.2,0.0,1272.6,921.5,1566.1,81.3,225.6,260.0,,No,MPH-08,228.07175634517785,274.72499999999997,,,
46,2024-01-16,246.0,2098.5,297.5,70.0,70.0,0.0,1093.4,899.3,1390.9,78.6,235.3,233.0,,No,MPH-08,218.38836615044258,265.98264000000006,,,
47,2024-02-03,272.0,2451.6,285.8,77.5,77.5,0.0,508.5,1600.7,794.3,64.0,271.2,259.0,"WT - PF flowmeter recalibrated, Shakeouts match phase dynamics.",No,MPH-08,231.331061394936,280.3416,,,
48,2024-02-18,299.0,2468.6,220.5,74.1,74.1,0.0,507.2,1664.5,727.7,69.7,336.1,285.0,,No,MPH-08,266.183665304709,316.0795636363637,,,
49,2024-03-01,304.0,2505.3,236.2,70.2,70.2,0.0,502.5,1642.2,738.7,68.0,297.1,291.0,,No,MPH-08,266.96898370103594,314.5628244897959,,,
50,2024-03-02,297.0,2435.0,237.0,79.1,79.1,0.0,502.2,1637.8,739.2,67.9,333.6,283.0,,No,MPH-08,260.0354780856412,305.43211525423715,,,
51,2024-03-05,294.0,2351.4,272.1,69.3,69.3,0.0,401.9,1631.7,674.0,59.6,254.8,281.0,,No,MPH-08,248.9759949930459,296.14370322580646,,,
52,2024-04-05,293.0,2400.0,189.1,73.1,73.1,0.0,378.6,1670.1,567.8,66.7,386.4,280.0,,No,MPH-08,253.31600655737785,299.7626823529411,,,
53,2024-04-07,299.0,2349.0,273.1,74.2,74.2,0.0,382.2,1641.1,655.4,58.3,271.6,286.0,,No,MPH-08,252.08411136363804,299.01350769230766,,,
54,2024-04-08,296.0,2384.5,288.2,70.4,70.4,0.0,336.9,1633.5,625.1,53.9,244.4,283.0,,No,MPH-08,258.42782022472005,304.3767999999999,,,
55,2024-05-05,269.0,2449.1,345.2,88.7,88.7,0.0,265.1,1705.4,610.3,43.4,257.0,255.0,,No,MPH-08,222.91554851485043,270.89919999999995,,,
56,2024-01-17,263.0,2396.6,177.3,97.0,97.0,0.0,0.0,1860.0,177.3,0.0,546.9,250.0,,No,MPH-16,216.3450343934913,263.7545237037937,650.6970588235296,758.0,1.6523312227612887
57,2024-02-08,266.0,2406.5,255.9,121.0,121.0,0.0,104.1,1916.2,360.1,28.9,472.6,250.0,,No,MPH-16,220.34236929460624,267.25016356356804,576.8753926701569,758.0,1.9881340548290476
58,2024-02-15,268.0,2474.4,211.2,154.3,154.3,0.0,96.1,1941.6,307.4,31.3,730.7,253.0,,No,MPH-16,221.59623749999983,272.641331409316,567.9411411411418,758.0,1.617393695014668
59,2024-03-12,292.0,2400.3,153.1,90.4,90.4,0.0,0.0,1909.7,153.1,0.0,590.6,278.0,,No,MPH-16,244.37609915492956,292.3274424408085,610.6761904761905,758.0,1.0392074471523696
60,2024-04-06,293.0,2415.7,148.6,68.5,68.5,0.0,0.0,1928.9,148.6,0.0,460.8,280.0,,No,MPH-16,249.3843026742298,297.1070127420984,658.6983999999998,758.0,1.4964512152875649
61,2024-04-19,296.0,2484.6,150.1,67.7,67.7,0.0,0.0,1933.4,150.1,0.0,450.9,282.0,,No,MPH-16,248.18890985915527,296.0198766797568,657.9183333333339,758.0,1.499775183600068
62,2024-03-29,301.0,2361.4,45.0,3.0,3.0,0.0,2530.1,2510.9,2575.1,98.3,66.7,282.0,WT - Manually entered at 99% water cut.,No,MPH-18,267.7401902170172,301.31980852766424,,,
63,2024-04-01,291.0,975.9,36.9,18.1,18.1,0.0,1961.4,462.2,1998.3,98.2,491.4,273.0,,No,MPH-18,266.8219080817916,275.1299299099719,,,
64,2024-01-23,266.0,2263.0,135.7,41.6,41.6,0.0,206.6,1015.0,342.3,60.4,306.7,254.0,,No,MPH-19,221.50486055839627,266.49478900915796,856.8921666666666,958.0,3.385494364927214
65,2024-01-24,268.0,2257.1,147.1,47.1,47.1,0.0,231.6,1011.6,378.7,61.2,320.4,256.0,,No,MPH-19,223.03502733383186,269.09604123711296,858.6045666666666,958.0,3.810034196742103
66,2024-02-24,289.0,2583.3,130.0,53.3,53.3,0.0,303.3,1091.6,433.2,70.0,410.1,277.0,,No,MPH-19,263.18336152073704,308.1520869565227,839.6884857142858,958.0,3.6615202046510165
67,2024-03-03,306.0,2427.0,277.0,120.1,120.1,0.0,401.0,2109.8,678.0,59.1,433.5,291.0,,No,MPH-19,269.2357238363893,317.3438167400881,765.5075063829786,958.0,3.5222152680349867
68,2024-03-05,300.0,2340.1,237.7,104.0,104.0,0.0,359.0,2077.4,596.7,60.2,437.6,284.0,,No,MPH-19,248.9759949930459,293.87277277882737,762.162712987013,958.0,3.0469172091851426
69,2024-04-18,298.0,2457.8,143.4,97.1,97.1,0.0,280.0,2067.8,423.4,66.1,677.4,283.0,,No,MPH-19,248.75270903377938,290.5134111340199,749.0191898305085,958.0,2.026023344710963
70,2024-04-22,294.0,2447.1,167.5,70.7,70.7,0.0,223.3,2079.4,390.8,57.1,422.2,280.0,,No,MPH-19,248.58474666666692,294.35268519855595,753.8934337662339,958.0,1.91468607409921
71,2024-05-02,271.0,2444.3,241.8,107.2,107.2,0.0,186.6,2080.2,428.4,43.6,443.3,255.0,,No,MPH-19,221.67382667123755,271.0689132389667,749.5897808080806,958.0,2.0555613907084753
72,2024-01-07,308.9,320.0,278.0,520.5,520.5,0.0,45.0,0.0,323.0,13.9,"1,871.9",301.1,,No,MPI-06,266.6806596862743,292.1835257110863,0.0,100.0,3.23
73,2024-01-23,308.8,340.0,278.0,524.8,524.8,0.0,48.4,0.0,326.5,14.8,"1,887.3",301.1,,No,MPI-06,257.43562493261464,264.8861957871828,0.0,100.0,3.265
74,2024-01-24,309.1,340.0,289.9,499.5,499.5,0.0,51.1,0.0,341.0,15.0,"1,722.9",301.0,,No,MPI-06,258.94914570480324,288.5020996023854,0.0,100.0,3.41
75,2024-02-01,308.7,340.0,267.0,537.2,537.2,0.0,46.3,0.0,313.4,14.8,"2,011.8",301.0,,No,MPI-06,263.1523140427218,292.16263472646006,0.0,100.0,3.134
76,2024-02-04,308.6,340.0,274.4,469.7,469.7,0.0,53.9,0.0,328.3,16.4,"1,711.9",301.0,,No,MPI-06,259.01583712664325,308.1311152685803,0.0,100.0,3.283
77,2024-02-08,308.4,340.0,263.9,530.6,530.6,0.0,43.3,0.0,307.2,14.1,"2,010.9",301.1,,No,MPI-06,262.08799077144903,308.57859600798395,0.0,100.0,3.072
78,2024-02-12,308.7,320.0,240.8,540.3,540.3,0.0,63.2,0.0,304.0,20.8,"2,243.6",301.1,,No,MPI-06,257.03253440417336,282.45528913907253,0.0,100.0,3.04
79,2024-03-26,349.0,360.0,270.0,544.0,544.0,0.0,57.0,0.0,327.0,17.4,"2,014.8",341.0,,No,MPI-06,294.05421500493605,349.2505606864278,0.0,100.0,3.27
80,2024-01-01,304.1,340.0,603.8,81.6,81.6,0.0,338.7,0.0,942.4,35.9,135.2,289.5,,No,MPI-20,278.4660796009308,295.4709223652035,378.4179104477612,511.0,7.108049082517167
81,2024-01-11,309.7,300.0,560.9,66.3,66.3,0.0,285.7,0.0,846.5,33.7,118.2,295.5,,No,MPI-20,265.5916285294122,308.787399150393,370.8247863247863,511.0,6.038870766135179
82,2024-01-16,280.0,300.0,557.3,42.5,42.5,0.0,374.1,0.0,931.4,40.2,76.3,266.0,,No,MPI-20,253.54792249589556,295.76614623212663,395.9188034188034,511.0,8.093416019904192
83,2024-02-09,307.1,350.0,508.0,69.8,69.8,0.0,284.1,0.0,792.0,35.9,137.5,293.5,,No,MPI-20,256.521848827667,278.3091067144851,341.14150943396226,511.0,4.6627048042210495
84,2024-02-11,307.4,300.0,491.5,56.6,56.6,0.0,302.1,0.0,793.6,38.1,115.1,294.2,,No,MPI-20,261.36470166579824,307.3608132796072,367.27433628318585,511.0,5.521630441475279
85,2024-02-17,303.7,300.0,523.7,53.6,53.6,0.0,288.9,0.0,812.6,35.5,102.4,290.1,,No,MPI-20,290.7320957160336,311.25751473543204,411.4420731707317,511.0,8.162082376358903
86,2024-02-22,323.9,350.0,465.7,35.5,35.5,0.0,288.5,0.0,754.1,38.3,76.2,310.8,,No,MPI-20,284.1157469169565,323.2314040745057,377.0632183908046,511.0,5.630268182793392
87,2024-03-02,318.3,320.0,466.3,34.3,34.3,0.0,289.2,0.0,755.5,38.3,73.5,305.1,,No,MPI-20,291.4388548070635,315.2294248674534,368.4698795180723,511.0,5.3006339814032115
88,2024-03-09,321.6,320.0,473.1,34.8,34.8,0.0,258.7,0.0,731.8,35.4,73.5,308.2,,No,MPI-20,284.71582426249194,316.46790332680945,372.6898734177215,511.0,5.291008099574428
89,2024-03-18,319.9,350.0,481.3,35.4,35.4,0.0,277.7,0.0,759.0,36.6,73.5,306.8,,No,MPI-20,290.29700868480126,316.2372774686841,369.45045045045043,511.0,5.362079938900203
90,2024-03-22,324.3,350.0,452.7,33.3,33.3,0.0,294.0,0.0,746.8,39.4,73.5,311.7,,No,MPI-20,296.7634882142866,322.4620919888917,377.35227272727275,511.0,5.587824164611853
91,2024-03-24,323.0,350.0,449.2,33.0,33.0,0.0,292.2,0.0,741.4,39.4,73.5,309.9,,No,MPI-20,293.27186629213423,316.4526713965974,368.31325301204816,511.0,5.195997635734188
92,2024-04-03,329.9,350.0,448.4,37.1,37.1,0.0,284.0,0.0,732.3,38.8,82.7,317.0,,No,MPI-20,296.5852993131439,326.58621886993546,377.2704081632653,511.0,5.475975735378276
93,2024-04-05,325.8,350.0,441.7,32.5,32.5,0.0,264.1,0.0,705.8,37.4,73.5,312.9,,No,MPI-20,281.36720538674024,323.3304281681425,382.04597701149424,511.0,5.473268562260451
94,2024-05-01,311.3,300.0,439.8,37.2,37.2,0.0,258.9,0.0,698.7,37.1,84.5,299.4,,No,MPI-20,259.2630498658609,301.6234534196335,360.16438356164383,511.0,4.632195077649623
95,2024-05-02,304.9,300.0,477.0,35.7,35.7,0.0,302.1,0.0,779.1,38.8,74.9,292.9,,No,MPI-20,257.4331495244346,304.26160532212964,374.5668316831683,511.0,5.710488216404506
96,2024-01-18,310.3,400.0,678.2,280.3,280.3,0.0,1050.1,0.0,1728.2,60.8,413.3,300.6,,No,MPI-38,255.90300300274504,297.8839856275741,384.3290598290598,526.0,12.198690838888721
97,2024-01-20,310.6,400.0,641.3,285.6,285.6,0.0,998.0,0.0,1639.2,60.9,445.4,300.6,,No,MPI-38,262.2384531909353,271.2328217709382,362.1511627906977,526.0,10.004343197785822
98,2024-01-24,310.2,400.0,626.0,264.1,264.1,0.0,953.1,0.0,1579.1,60.4,421.9,300.2,,No,MPI-38,258.94914570480324,282.6970224328592,373.68888888888887,526.0,10.367595564633788
99,2024-02-07,309.5,400.0,649.6,227.4,227.4,0.0,996.8,0.0,1646.4,60.5,350.0,300.5,,No,MPI-38,253.0750250809065,309.1590746639977,385.6763392857143,526.0,11.73287520878072
100,2024-02-16,308.1,400.0,592.4,208.4,208.4,0.0,920.7,0.0,1513.2,60.8,351.8,300.1,,No,MPI-38,268.31834987524957,302.33734201347613,379.991935483871,526.0,10.363811101905553
101,2024-03-20,348.2,400.0,496.7,252.1,252.1,0.0,713.4,0.0,1210.1,59.0,507.6,340.3,,No,MPI-38,288.89246596281134,334.14903580777536,417.47906976744184,526.0,11.150844333961938
102,2024-03-21,347.7,400.0,489.8,245.2,245.2,0.0,694.9,0.0,1184.7,58.7,500.5,340.2,,No,MPI-38,294.67815250744815,347.8368426257671,426.4334677419355,526.0,11.8985764908373
103,2024-04-02,345.5,400.0,336.9,141.0,141.0,0.0,850.4,0.0,1187.3,71.6,418.3,338.3,,No,MPI-38,286.8281726298701,343.17832639852134,419.0299539170507,526.0,11.09936887452881
104,2024-04-03,345.7,400.0,349.9,132.1,132.1,0.0,873.9,0.0,1223.8,71.4,377.4,338.4,,No,MPI-38,296.5852993131439,344.4714021317365,416.5431472081218,526.0,11.180661317998421
105,2024-04-22,318.7,400.0,394.6,121.8,121.8,0.0,997.8,0.0,1392.4,71.7,308.8,310.4,,No,MPI-38,279.56243999241826,303.1095170877659,384.1397379912664,526.0,9.815292741488642
106,2024-05-01,318.1,400.0,348.5,218.5,218.5,0.0,978.1,0.0,1326.6,73.7,626.9,310.4,,No,MPI-38,259.2630498658609,307.2537146012622,397.8468899521531,526.0,10.35168010752688
107,2024-05-05,318.2,360.0,371.0,87.5,87.5,0.0,1043.3,0.0,1414.3,73.8,236.0,310.2,,No,MPI-38,260.36904836512247,318.1570732045092,397.18721461187215,526.0,10.979500177242112
108,2024-01-09,321.7,3292.7,280.3,291.7,291.7,0.0,358.6,2282.6,638.9,56.1,"1,040.7",300.9,,No,MPI-15,279.28677785687535,313.8051741870554,583.9972272861364,683.0,6.453354613072705
109,2024-01-11,322.0,3288.2,257.0,295.0,295.0,0.0,406.0,2273.8,662.9,61.2,"1,147.9",300.9,,No,MPI-15,265.5916285294122,316.5036555057921,581.8120079320121,683.0,6.551172589279164
110,2024-02-10,320.3,3386.0,270.0,262.7,262.7,0.0,478.0,2251.5,748.0,63.9,973.0,300.9,,No,MPI-15,265.4676795414898,316.15382610954777,581.464478814815,683.0,7.366879996959533
111,2024-02-12,318.9,3386.0,281.9,284.1,284.1,0.0,466.7,2253.2,748.6,62.3,"1,007.7",300.8,,No,MPI-15,257.03253440417336,300.23111288457096,573.3183239067052,683.0,6.8252056921818385
112,2024-03-02,363.5,3385.8,263.7,234.9,234.9,0.0,294.9,2253.0,558.6,52.8,890.9,344.0,,No,MPI-15,291.4388548070635,310.11727923847724,570.9843408736344,683.0,4.986802777010309
113,2024-03-03,369.5,3385.0,283.2,166.3,166.3,0.0,290.0,2255.6,573.3,50.6,587.2,350.6,,No,MPI-15,301.27591028011943,342.8930115904048,571.602523750001,683.0,5.146436160846192
114,2024-03-05,370.1,3384.6,250.0,159.1,159.1,0.0,310.5,2253.0,560.5,55.4,636.1,350.6,,No,MPI-15,277.9034952547922,369.56832465271043,572.0501678913743,683.0,5.051832790979268
115,2024-03-12,370.6,3384.7,280.8,167.3,167.3,0.0,264.8,2248.9,545.5,48.5,595.8,350.6,,No,MPI-15,278.6944544709572,356.1913063187846,573.6114603076909,683.0,4.986811246721059
116,2024-04-18,356.6,3385.4,262.7,167.9,167.9,0.0,216.0,2256.5,478.7,45.1,639.0,340.7,,No,MPI-15,279.41935619902137,334.3748709485478,574.0682619047617,683.0,4.394495198281659
117,2024-04-22,328.5,3388.7,257.6,156.1,156.1,0.0,248.7,2252.3,506.3,49.1,605.9,310.8,,No,MPI-15,279.56243999241826,328.5637409534133,571.7382204268293,683.0,4.550529408592056
118,2024-01-24,320.4,3378.9,255.5,123.9,123.9,0.0,1596.3,2737.8,1851.8,86.2,485.1,300.5,,No,MPI-17,258.94914570480324,320.0580992647056,0.0,100.0,18.518
119,2024-01-25,321.4,3386.7,249.2,159.9,159.9,0.0,1551.5,2751.6,1800.7,86.2,641.5,300.5,,No,MPI-17,269.3766575214176,313.42258805763936,0.0,100.0,18.007
120,2024-02-20,362.1,3393.6,215.8,163.8,163.8,0.0,1062.4,2735.9,1278.1,83.1,759.2,340.8,,No,MPI-17,311.4080363846371,344.34658959430163,0.0,100.0,12.780999999999999
121,2024-02-22,361.6,3385.7,216.8,306.6,306.6,0.0,1064.8,2725.9,1281.6,83.1,"1,414.1",340.8,,No,MPI-17,284.1157469169565,347.940651954603,0.0,100.0,12.815999999999999
122,2024-03-20,361.9,3277.4,160.8,334.6,334.6,0.0,1228.6,2727.0,1389.4,88.4,"2,080.6",340.8,,No,MPI-17,288.89246596281134,360.10973985355633,0.0,100.0,13.894
123,2024-03-22,360.7,3274.9,388.2,300.8,300.8,0.0,1001.5,2735.3,1389.7,72.1,774.9,340.8,,No,MPI-17,296.7634882142866,343.85095768712085,0.0,100.0,13.897
124,2024-03-25,360.9,3274.1,388.0,303.0,303.0,0.0,989.6,2746.3,1377.6,71.8,780.9,340.8,,No,MPI-17,298.9942623975409,360.9809410973453,0.0,100.0,13.776
125,2024-04-16,360.6,3384.5,367.3,292.2,292.2,0.0,946.9,2786.2,1314.2,72.0,795.4,340.8,,No,MPI-17,293.0393540024892,359.25764408514135,0.0,100.0,13.142000000000001
126,2024-04-18,360.2,3384.9,361.7,287.9,287.9,0.0,834.7,2804.7,1196.4,69.8,796.0,340.7,,No,MPI-17,279.41935619902137,343.7513733725324,0.0,100.0,11.964
127,2024-05-01,330.8,3278.7,443.7,305.7,305.7,0.0,930.3,2691.5,1373.9,67.7,689.1,310.8,,No,MPI-17,259.2630498658609,308.62684288710176,0.0,100.0,13.739
128,2024-05-02,330.9,3277.0,399.6,296.5,296.5,0.0,948.9,2691.9,1348.5,70.4,742.0,310.7,,No,MPI-17,257.4331495244346,323.90233563829753,0.0,100.0,13.485
129,2024-01-18,322.2,3296.6,675.9,209.2,209.2,0.0,393.5,2851.7,1069.4,36.8,309.5,300.6,,No,MPI-27,255.90300300274504,304.91391535666173,429.3791919642859,529.0,10.734705139277928
130,2024-01-21,323.1,3393.0,690.6,228.5,228.5,0.0,388.2,2872.6,1078.8,36.0,330.9,300.6,,No,MPI-27,256.0272456408206,304.71504278002743,420.90896751918154,529.0,9.980476411782272
131,2024-01-23,322.6,3392.2,736.3,229.3,229.3,0.0,331.0,2876.0,1067.3,31.0,311.4,300.6,,No,MPI-27,257.43562493261464,322.45130973124344,421.4275974358972,529.0,9.92168971371623
132,2024-02-03,323.1,3393.2,760.4,210.8,210.8,0.0,309.3,2895.3,1069.7,28.9,277.3,300.7,,No,MPI-27,268.4036549573405,308.9760572502894,420.6747788931787,529.0,9.874893298811283
133,2024-02-09,322.7,3395.9,736.7,221.7,221.7,0.0,304.3,2899.0,1041.1,29.2,300.9,300.6,,No,MPI-27,256.521848827667,305.6713199601594,419.3425524675322,529.0,9.494111192874035
134,2024-02-11,322.7,3396.0,733.8,184.5,184.5,0.0,296.2,2899.5,1030.1,28.8,251.4,300.6,,No,MPI-27,261.36470166579824,322.60490339072436,419.5334069408738,529.0,9.410176851339587
